gloss_en,freq,proper_usage,proper_count,nonproper_count,suggested_ko,notes
Mordecai,61,yes,61,0,모르드개,고유명사
melt,61,no,0,61,녹다/녹이다,
lead,61,no,0,61,인도하다/이끌다,
honey,61,no,0,61,꿀,
do wrong,61,no,0,61,잘못하다/불법을 행하다,
despoil,61,no,0,61,약탈하다/노략질하다,
Bashan,61,yes,61,0,바산,고유명사
ascent,61,no,0,61,오름/오르막,
tooth,60,no,0,60,이/이빨,
take possession,60,no,0,60,차지하다/소유하다,
Midian,60,yes,60,0,미디안,고유명사
law-case,60,no,0,60,소송/소송 사건,
withhold,59,no,0,59,보류하다/거두다,
upper,59,no,0,59,위쪽/윗부분,
scent,59,no,0,59,향기/냄새,
Levi,59,yes,59,0,레위,고유명사
Job,59,yes,59,0,욥,고유명사
Jehu,59,yes,59,0,예후,고유명사
garden,59,no,0,59,정원/동산,
Elisha,59,yes,59,0,엘리사,고유명사
drive,59,no,0,59,몰다/운전하다,
buy off,59,no,0,59,속전으로 풀다,
breaking,59,no,0,59,파괴/깨짐,
Asa,59,yes,59,0,아사,고유명사
arrow,59,no,0,59,화살,
vine,58,no,0,58,포도나무,
row,58,no,0,58,줄/열,
psalm,58,no,0,58,시편,정규화 적용
profit,58,no,0,58,이익/유익,
pedestal,58,no,0,58,받침대,
measure,58,no,0,58,척도/측량,"재다,"
Jericho,58,yes,58,0,여리고,고유명사
horseman,58,no,0,58,기병/말 탄 자,
be far,58,no,0,58,멀다/먼,
widow,57,no,0,57,과부,
sow,57,no,0,57,씨뿌리다,
lamb,57,no,0,57,어린양,
Laban,57,yes,57,0,라반,고유명사
handmaid,57,no,0,57,여종,
be weary,57,no,0,57,피곤하다/지치다,
be silent,57,no,0,57,잠잠하다/침묵하다,
split,56,no,0,56,갈라지다/쪼개다,
Esther,56,yes,56,0,에스더,고유명사
create,56,no,0,56,창조하다/만들다,
company,56,no,0,56,무리/동행,
wield,55,no,0,55,휘두르다/사용하다,
new,55,no,0,55,새/새로운,
measured stretch,55,no,0,55,측량 구간/척량,
left-hand side,55,no,0,55,왼편/왼쪽,
Josiah,55,yes,55,0,요시야,고유명사
hire,55,no,0,55,고용하다/삯주다,
Haman,55,yes,55,0,하만,고유명사
dig,55,no,0,55,파다/구덩이를 파다,
"cling, cleave to",55,no,0,55,달라붙다/연합하다,다의어 묶음
camel,55,no,0,55,낙타,
bowl,55,no,0,55,대접/그릇,
be terrified,55,no,0,55,무서워하다/두려워하다,
be discontent,55,no,0,55,불만스럽다/원망하다,
Zadok,54,yes,54,0,사독,고유명사
wheat groat,54,no,0,54,고운 밀가루,
vanity,54,no,0,54,헛됨/허무,
shouting,54,no,0,54,함성/외침,
shoot,54,no,0,54,싹/쏘다,
shadow,54,no,0,54,그늘/그림자,
ruin,54,no,0,54,폐허/멸망,
matzo,54,no,0,54,무교병,
wheel,53,no,0,53,바퀴,
swallow,53,no,0,53,삼키다/제비(새),
refuge,53,no,0,53,피난처,정규화 적용
hope,53,no,0,53,소망/희망,
drive out,53,no,0,53,쫓아내다/몰아내다,
draw off,53,no,0,53,빼내다/따르다,
band,53,no,0,53,떼/무리/띠,
shape,52,no,0,52,형상/모양,
sealing ring,52,no,0,52,도장 반지/인장,
refuse,52,no,0,52,거절하다/거부하다,
quiver,52,no,0,52,화살통,
Noah,52,yes,52,0,노아,고유명사
Naphtali,52,yes,52,0,납달리,고유명사
Jehoiada,52,yes,52,0,여호야다,고유명사
hall,52,no,0,52,홀/대청,
disturb,52,no,0,52,어지럽히다/혼란케 하다,
chastening,52,no,0,52,징계/훈계,
board,52,no,0,52,널판/판자,
at the back,52,no,0,52,뒤쪽/배후,
virgin,51,no,0,51,처녀/동정녀,
Rehoboam,51,yes,51,0,르호보암,고유명사
ornament,51,no,0,51,장식/패물,
laugh,51,no,0,51,웃다,
Joash,51,yes,51,0,요아스,고유명사
drinking,51,no,0,51,마심/음용,
deceit,51,no,0,51,속임/거짓,
corn,51,no,0,51,곡식/곡물,
consecrate,51,no,0,51,거룩히 구별하다/성별하다,
captive,51,no,0,51,포로/사로잡힌 자,
by day,51,no,0,51,낮에,
totter,50,no,0,50,비틀거리다/동요하다,
the Lord,50,yes,50,0,주,하나님 칭호
surely,50,no,0,50,정녕/반드시,
steadiness,50,no,0,50,견고함/확고함,
spear,50,no,0,50,창,
room,50,no,0,50,방/방실,
recognise,50,no,0,50,알아보다/인정하다,
purple wool,50,no,0,50,자색 양모,
porch,50,no,0,50,현관/주랑,
Passover,50,no,0,50,유월절,
overtake,50,no,0,50,따라잡다/덮치다,
happiness,50,no,0,50,복/행복,
foundation,50,no,0,50,기초/터,
flame,50,no,0,50,화염/불길,
faint,50,no,0,50,기운이 빠지다/기절하다,
ephod,50,no,0,50,에봇,
deal treacherously,50,no,0,50,배반하다/불충하다,
cup,50,no,0,50,잔/술잔,
burden,50,no,0,50,짐/부담,
be light,50,no,0,50,가벼워지다/밝다,
bar,50,no,0,50,빗장/막대,
afraid,50,no,0,50,두려운/무서운,
tower,49,no,0,49,망대/탑,
property,49,no,0,49,재산/소유,
Ishmael,49,yes,49,0,이스마엘,고유명사
idols,49,no,0,49,우상들,
Hittite,49,no,0,49,헷 사람,
bird,49,no,0,49,새,
be slack,49,no,0,49,게으르다/느슨하다,
Almighty,49,yes,49,0,전능자,Shaddai
take captive,48,no,0,48,사로잡다,
Rachel,48,yes,48,0,라헬,고유명사
pain,48,no,0,48,고통/통증,
orders,48,no,0,48,명령들/지시,
oppression,48,no,0,48,압제/압박,
hips,48,no,0,48,허리/엉덩이,
glory,48,no,0,48,영광,
future,48,no,0,48,미래/장래,
dove,48,no,0,48,비둘기,
Damascus,48,yes,48,0,다마스쿠스,고유명사
cast,48,no,0,48,던지다/부어 만들다,
be pregnant,48,no,0,48,임신하다,
be deaf,48,no,0,48,귀먹다/듣지 못하다,
basin,48,no,0,48,대야/물동이,
wait for,47,no,0,47,기다리다/기대하다,
teach,47,no,0,47,가르치다,
tablet,47,no,0,47,판/서판,
storm,47,no,0,47,폭풍/광풍,
ship,47,no,0,47,배/선박,
root,47,no,0,47,뿌리,
register,47,no,0,47,명부/등록부,
poverty,47,no,0,47,가난/빈곤,
pest,47,no,0,47,역병,
hiding place,47,no,0,47,은신처/피난처,
give attention,47,no,0,47,주의를 기울이다/귀를 기울이다,
gird,47,no,0,47,띠를 띠다/허리띠를 두르다,
forgive,47,no,0,47,사하다/용서하다,
compassion,47,no,0,47,긍휼/자비,
breast,47,no,0,47,가슴/유방,
boil,47,no,0,47,끓다/삶다,
beautiful,47,no,0,47,아름다운,
be like,47,no,0,47,같다/비슷하다,
Asaph,47,yes,47,0,아삽,고유명사
Zechariah,46,yes,46,0,스가랴,고유명사 음역/관습 표기 확인
Zebulun,46,yes,46,0,스불론,고유명사 음역/관습 표기 확인
yoke,46,no,0,46,멍에,
wither,46,no,0,46,시들다/마르다,
vengeance,46,no,0,46,복수/보복,
perhaps,46,no,0,46,아마/혹시,
linen,46,no,0,46,아마포,
Hezekiah,46,yes,46,0,히스기야,고유명사 음역/관습 표기 확인
grief,46,no,0,46,슬픔/고통,
governor,46,no,0,46,총독/관장,
foreign,46,no,0,46,이방의/외국의,
bitter,46,no,0,46,쓰다/쓴,
"warn, to witness",45,no,0,45,경고하다/증언하다,다의어
tie,45,no,0,45,묶다,
supplication,45,no,0,45,간구/간청,
stir,45,no,0,45,휘젓다/일으키다,
Simeon,45,yes,45,0,시므온,고유명사 음역/관습 표기 확인
shout,45,no,0,45,외치다/소리치다,
roll,45,no,0,45,굴리다/말다,
rejoicing,45,no,0,45,기쁨/환희,
Nile,45,yes,45,0,나일,고유명사 음역/관습 표기 확인
"moisten, confound",45,no,0,45,적시다/혼란케 하다,다의어
milk,45,no,0,45,젖/우유,
yield,44,no,0,44,항복하다/산출하다,
"wrap, be narrow",44,no,0,44,감싸다/좁다,다의어
when,44,no,0,44,언제/…할 때,
tear down,44,no,0,44,허물다/철거하다,
strip off,44,no,0,44,벗기다/벗다,
smell of appeasement,44,no,0,44,향기로운 냄새,희생 제사 표현
Shimei,44,yes,44,0,시므이,고유명사 음역/관습 표기 확인
seal,44,no,0,44,봉인/인장,
riches,44,no,0,44,재물/부,
open place,44,no,0,44,들판/빈터,
jealousy,44,no,0,44,질투/시기,
Issachar,44,yes,44,0,잇사갈,고유명사 음역/관습 표기 확인
innocent,44,no,0,44,무죄한/무고한,
fornication,44,no,0,44,음행,
Benaiah,44,yes,44,0,브나야,고유명사 음역/관습 표기 확인
Balak,44,yes,44,0,발락,고유명사 음역/관습 표기 확인
assemble,44,no,0,44,모이다/집회하다,
Asher,44,yes,44,0,아셀,고유명사 음역/관습 표기 확인
admonish,44,no,0,44,권고하다/훈계하다,
abandon,44,no,0,44,버리다/유기하다,
writing,43,no,0,43,글/문서,
Tyrus,43,yes,43,0,두로,고유명사 음역/관습 표기 확인
Shemaiah,43,yes,43,0,스마야,고유명사 음역/관습 표기 확인
shame,43,no,0,43,수치/부끄러움,
separate,43,no,0,43,분리하다/구별하다,
scarlet,43,no,0,43,주홍/홍색,
pull off,43,no,0,43,잡아떼다/벗기다,
orphan,43,no,0,43,고아,
Nathan,43,yes,43,0,나단,고유명사 음역/관습 표기 확인
locust,43,no,0,43,메뚜기/황충,
lamp stand,43,no,0,43,등잔대,
kneel,43,no,0,43,무릎 꿇다,
Jonathan,43,yes,43,0,요나단,고유명사 음역/관습 표기 확인
Jesse,43,yes,43,0,이새,고유명사 음역/관습 표기 확인
cither,43,no,0,43,비파,
before,43,no,0,43,…앞에/이전에,
<those unable to march>,43,no,0,43,행군 불능자,
whither,42,no,0,42,어디로,
"wait, to hope",42,no,0,42,기다리다/소망하다,다의어
tear away,42,no,0,42,떼어내다/잡아 떼다,
serpent,42,no,0,42,뱀,
rush,42,no,0,42,돌진하다/급히 가다,
roar,42,no,0,42,포효하다/으르렁거리다,
resting place,42,no,0,42,쉼터/안식처,
queen,42,no,0,42,여왕,
offspring,42,no,0,42,자손/후손,
listen,42,no,0,42,듣다/경청하다,
lie in ambush,42,no,0,42,매복하다,
Jebusite,42,no,0,42,여부스 사람,
interpretation,42,no,0,42,해석,
image,42,no,0,42,우상/형상,
heavy,42,no,0,42,무거운/심한,
found,42,no,0,42,설립하다/세우다,
emptiness,42,no,0,42,공허/허무,
concubine,42,no,0,42,후궁/첩,
Bethlehem,42,yes,42,0,베들레헴,고유명사 음역/관습 표기 확인
be just,42,no,0,42,의롭다/공정하다,
be at peace,42,no,0,42,평안하다/화평하다,
back(wards),42,no,0,42,뒤/뒤로,
Amaziah,42,yes,42,0,아마샤,고유명사 음역/관습 표기 확인
Ahaz,42,yes,42,0,아하스,고유명사 음역/관습 표기 확인
Uriah,41,yes,41,0,우리야,고유명사 음역/관습 표기 확인
steal,41,no,0,41,도둑질하다/훔치다,
span,41,no,0,41,한 뼘,
olive,41,no,0,41,감람,정규화 적용
Mizpah,41,yes,41,0,미스바,고유명사 음역/관습 표기 확인
look,41,no,0,41,보다/바라보다,
"have labour pain, to cry",41,no,0,41,산고를 겪다/부르짖다,다의어
grape,41,no,0,41,포도,
Gilgal,41,yes,41,0,길갈,고유명사 음역/관습 표기 확인
ephah,41,no,0,41,에파,
body,41,no,0,41,몸/신체,
asherah,41,no,0,41,아세라,우상/목상
young lion,40,no,0,40,젊은 사자/사자 새끼,
sufficiency,40,no,0,40,넉넉함/충분,
Sodom,40,yes,40,0,소돔,고유명사 음역/관습 표기 확인
Seir,40,yes,40,0,세일,고유명사 음역/관습 표기 확인
proverb,40,no,0,40,잠언/격언,
mourn,40,no,0,40,애통하다/슬퍼하다,
Merari,40,yes,40,0,므라리,고유명사 음역/관습 표기 확인
incite,40,no,0,40,선동하다/자극하다,
Gideon,40,yes,40,0,기드온,고유명사 음역/관습 표기 확인
generations,40,no,0,40,대대/세대들,
fig,40,no,0,40,무화과,
cow,40,no,0,40,암소,
big tree,40,no,0,40,큰 나무,
best,40,no,0,40,최고/가장 좋은,
beauty,40,no,0,40,아름다움/미,
anointed,40,no,0,40,기름 부음 받은 자,
Amalek,40,yes,40,0,아말렉,고유명사 음역/관습 표기 확인
worm,39,no,0,39,벌레/구더기,
uprightness,39,no,0,39,정직/바름,
threshing-floor,39,no,0,39,타작 마당,
Sarah,39,yes,39,0,사라,고유명사 음역/관습 표기 확인
Samson,39,yes,39,0,삼손,고유명사 음역/관습 표기 확인
purple-wool,39,no,0,39,자색 양모,
lap,39,no,0,39,무릎/앞부분,
humiliate,39,no,0,39,굴욕주다/낮추다,
Heshbon,39,yes,39,0,헤스본,고유명사 음역/관습 표기 확인
heaven,39,no,0,39,하늘,
fullness,39,no,0,39,충만/가득함,
form,39,no,0,39,형태/모양,
flock,39,no,0,39,양 떼/무리,
comprehend,39,no,0,39,이해하다/파악하다,
cave,39,no,0,39,동굴/굴,
Caleb,39,yes,39,0,갈렙,고유명사 음역/관습 표기 확인
Ai,39,yes,39,0,아이,고유명사 음역/관습 표기 확인
Ahaziah,39,yes,39,0,아하시야,고유명사 음역/관습 표기 확인
star,38,no,0,38,별,
skin-disease,38,no,0,38,피부병/문둥병,
Sihon,38,yes,38,0,시혼,고유명사 음역/관습 표기 확인
seek refuge,38,no,0,38,피난하다/피신하다,
porter,38,no,0,38,문지기,
look out,38,no,0,38,내다보다/살피다,
lament,38,no,0,38,애가/슬퍼하다,
Korah,38,yes,38,0,고라,고유명사 음역/관습 표기 확인
Jehoiakim,38,yes,38,0,여호야김,고유명사 음역/관습 표기 확인
high,38,no,0,38,높은,
Gibeon,38,yes,38,0,기브온,고유명사 음역/관습 표기 확인
fish,38,no,0,38,물고기,
dominion,38,no,0,38,지배/권세,
doing,38,no,0,38,행함/행동,
dew,38,no,0,38,이슬,
deal fully,38,no,0,38,충분히 대하다/충실히 행하다,
be dark,38,no,0,38,어둡다,
avenge,38,no,0,38,복수하다,
artisan,38,no,0,38,장인/기술자,
world,37,no,0,37,세상/세계,
window,37,no,0,37,창/창문,
weeping,37,no,0,37,울음/통곡,
uncleanness,37,no,0,37,부정/불결,
try,37,no,0,37,시험하다/시도하다,
toss,37,no,0,37,던지다/뒤흔들다,
swing,37,no,0,37,휘두르다/흔들다,
primeval ocean,37,no,0,37,원시 바다/깊음,
hard,37,no,0,37,단단한/어려운,
Hamath,37,yes,37,0,하맛,고유명사 음역/관습 표기 확인
furnace,37,no,0,37,화덕/용광로,
foreigner,37,no,0,37,외국인/이방인,
"coast, island",37,no,0,37,해안/섬,다의어
be unfaithful,37,no,0,37,배신하다/불충하다,
be humble,37,no,0,37,겸손하다/낮아지다,
be guilty,37,no,0,37,죄 있다/유죄이다,
until,36,no,0,36,…까지,
uncircumcised,36,no,0,36,무할례자/할례받지 않은,
Sinai,36,yes,36,0,시내,고유명사 음역/관습 표기 확인
salt,36,no,0,36,소금,
roof,36,no,0,36,지붕,
rare,36,no,0,36,드문/희귀한,
Ramah,36,yes,36,0,라마,고유명사 음역/관습 표기 확인
Persia,36,yes,36,0,바사,고유명사 음역/관습 표기 확인
kiss,36,no,0,36,입맞추다/키스하다,
kind,36,no,0,36,종류/친절,
Isaiah,36,yes,36,0,이사야,고유명사 음역/관습 표기 확인
Hilkiah,36,yes,36,0,힐기야,고유명사 음역/관습 표기 확인
herb,36,no,0,36,채소/풀,
greatness,36,no,0,36,위대함/위엄,
fort,36,no,0,36,요새/성채,
finger,36,no,0,36,손가락,
circumcise,36,no,0,36,할례 행하다,
bull,36,no,0,36,수소/황소,
be low,36,no,0,36,낮다/낮아지다,
arrangement,36,no,0,36,배열/정돈,
wipe,35,no,0,35,닦다/지우다,
"wave, heap",35,no,0,35,물결/더미,다의어
upper thigh,35,no,0,35,넓적다리,
spread,35,no,0,35,펼치다/퍼뜨리다,
Shiloh,35,yes,35,0,실로,고유명사 음역/관습 표기 확인
she-ass,35,no,0,35,암나귀,
narrow,35,no,0,35,좁은/비좁다,
menstruation,35,no,0,35,월경/월수,
make noise,35,no,0,35,소리를 내다/떠들다,
Leah,35,yes,35,0,레아,고유명사 음역/관습 표기 확인
insult,35,no,0,35,모욕/능욕,
Hebrew,35,no,0,35,히브리 사람,
heap,35,no,0,35,무더기/더미,
grass,35,no,0,35,풀/잔디,
Gibeah,35,yes,35,0,기브아,고유명사 음역/관습 표기 확인
foolish,35,no,0,35,어리석은,
fifth,35,no,0,35,다섯째/오분의 일,
commission,35,no,0,35,위임/명령,
clothing,35,no,0,35,옷/의복,
bride,35,no,0,35,신부,
be long,35,no,0,35,길다/오래다,
be jealous,35,no,0,35,질투하다,
barley,35,no,0,35,보리,
Azariah,35,yes,35,0,아사랴,고유명사 음역/관습 표기 확인
<judge>,35,yes,35,0,<사사>,고유명사 음역/관습 표기 확인
womb,34,no,0,34,태/자궁,
wheat,34,no,0,34,밀,
tenth part,34,no,0,34,십분의 일,
saddle,34,no,0,34,안장,
right-hand,34,no,0,34,오른손/오른편,
possession,34,no,0,34,소유/소유물,
offence,34,no,0,34,범죄/허물,
mock,34,no,0,34,조롱하다/비웃다,
Micah,34,yes,34,0,미가,고유명사 음역/관습 표기 확인
lower,34,no,0,34,낮추다/내리다,
Lot,34,yes,34,0,롯,고유명사 음역/관습 표기 확인
kindle,34,no,0,34,불붙이다/점화하다,
healing,34,no,0,34,치유/회복,
grain,34,no,0,34,곡식/곡물,
Gedaliah,34,yes,34,0,그다랴,고유명사 음역/관습 표기 확인
Gath,34,yes,34,0,가드,고유명사 음역/관습 표기 확인
exchange,34,no,0,34,교환/바꾸다,
Eli,34,yes,34,0,엘리,고유명사 음역/관습 표기 확인
captivity,34,no,0,34,포로됨/사로잡힘,
but,34,no,0,34,그러나/하지만,
breach,34,no,0,34,틈/파손,
be father-in-law,34,no,0,34,장인이 되다,
appoint,34,no,0,34,임명하다/정하다,
abundance,34,no,0,34,풍성/풍부,
yesterday,33,no,0,33,어제,
weave,33,no,0,33,짜다/엮다,
thanksgiving,33,no,0,33,감사/감사의 제사,
swarm,33,no,0,33,무리/떼를 지다,
something,33,no,0,33,무언가/어떤 것,
prey,33,no,0,33,먹이/노략물,
pomegranate,33,no,0,33,석류,
massebe,33,no,0,33,기념비/주상,
loyal,33,no,0,33,충성스러운/신실한,
Kohath,33,yes,33,0,고핫,고유명사 음역/관습 표기 확인
Jeshua,33,yes,33,0,예수아,고유명사 음역/관습 표기 확인
inner,33,no,0,33,속의/내부의,
in vain,33,no,0,33,헛되이/공연히,
Hiram,33,yes,33,0,히람,고유명사 음역/관습 표기 확인
hair,33,no,0,33,머리털/머리카락,
gift,33,no,0,33,선물/예물,
dwelling tower,33,no,0,33,거주 망대,
dog,33,no,0,33,개,
butcher,33,no,0,33,도살하다,
bowels,33,no,0,33,창자/내장,
be united,33,no,0,33,연합하다/합하다,
Abijah,33,yes,33,0,아비야,고유명사 음역/관습 표기 확인
wreath,32,no,0,32,화환/관,
white,32,no,0,32,흰/하얀,
wash off,32,no,0,32,씻어내다,
seer,32,no,0,32,선견자,
likeness,32,no,0,32,형상/닮음,
kidney,32,no,0,32,콩팥/신장,
hang,32,no,0,32,매달다/매달리다,
Hananiah,32,yes,32,0,하나냐,고유명사 음역/관습 표기 확인
hail,32,no,0,32,우박,
fly,32,no,0,32,날다/파리,
engrave,32,no,0,32,새기다/조각하다,
